"scaff" "geneID" "CHROM"
"1" "ScA8VGg_100;HRSCAF=169" "LOC110178064" "NA"
"8095" "ScA8VGg_718;HRSCAF=1046" "LOC110185981" "2L"
"8096" "ScA8VGg_718;HRSCAF=1046" "LOC110185576" "2L"
"8097" "ScA8VGg_718;HRSCAF=1046" "LOC110185773" "2L"
"8098" "ScA8VGg_718;HRSCAF=1046" "LOC110185723" "2L"
"8099" "ScA8VGg_718;HRSCAF=1046" "LOC110185822" "2L"
"8100" "ScA8VGg_718;HRSCAF=1046" "LOC110185950" "2L"
"8101" "ScA8VGg_718;HRSCAF=1046" "LOC110185846" "2L"
"8102" "ScA8VGg_718;HRSCAF=1046" "LOC110185692" "2L"
"8103" "ScA8VGg_718;HRSCAF=1046" "LOC110185691" "2L"
"8104" "ScA8VGg_718;HRSCAF=1046" "LOC110185561" "2L"
"8105" "ScA8VGg_718;HRSCAF=1046" "LOC110185560" "2L"
"8106" "ScA8VGg_718;HRSCAF=1046" "LOC110185911" "2L"
"8107" "ScA8VGg_718;HRSCAF=1046" "LOC110185861" "2L"
"8108" "ScA8VGg_718;HRSCAF=1046" "LOC110185682" "2L"
"8109" "ScA8VGg_718;HRSCAF=1046" "LOC110185684" "2L"
"8110" "ScA8VGg_718;HRSCAF=1046" "LOC110185677" "2L"
"8111" "ScA8VGg_718;HRSCAF=1046" "LOC110185678" "2L"
"8112" "ScA8VGg_718;HRSCAF=1046" "LOC110185676" "2L"
"8113" "ScA8VGg_718;HRSCAF=1046" "LOC110185552" "2L"
"8114" "ScA8VGg_718;HRSCAF=1046" "LOC110185646" "2L"
"8115" "ScA8VGg_718;HRSCAF=1046" "LOC110185645" "2L"
"8116" "ScA8VGg_718;HRSCAF=1046" "LOC110185694" "2L"
"8117" "ScA8VGg_718;HRSCAF=1046" "LOC110185641" "2L"
"8118" "ScA8VGg_718;HRSCAF=1046" "LOC110185937" "2L"
"8119" "ScA8VGg_718;HRSCAF=1046" "LOC110185770" "2L"
"8120" "ScA8VGg_718;HRSCAF=1046" "LOC110185771" "2L"
"8121" "ScA8VGg_718;HRSCAF=1046" "LOC110185606" "2L"
"8122" "ScA8VGg_718;HRSCAF=1046" "LOC110185607" "2L"
"8123" "ScA8VGg_718;HRSCAF=1046" "LOC110185700" "2L"
"8124" "ScA8VGg_718;HRSCAF=1046" "LOC110185698" "2L"
"8125" "ScA8VGg_718;HRSCAF=1046" "LOC110185699" "2L"
"8126" "ScA8VGg_718;HRSCAF=1046" "LOC110185799" "2L"
"8127" "ScA8VGg_718;HRSCAF=1046" "LOC110185936" "2L"
"8128" "ScA8VGg_718;HRSCAF=1046" "LOC110185620" "2L"
"8129" "ScA8VGg_718;HRSCAF=1046" "LOC110186031" "2L"
"8130" "ScA8VGg_718;HRSCAF=1046" "LOC110186034" "2L"
"8131" "ScA8VGg_718;HRSCAF=1046" "LOC110186033" "2L"
"8132" "ScA8VGg_718;HRSCAF=1046" "LOC110186035" "2L"
"8133" "ScA8VGg_718;HRSCAF=1046" "LOC110186032" "2L"
"8134" "ScA8VGg_718;HRSCAF=1046" "LOC110185599" "2L"
"8135" "ScA8VGg_718;HRSCAF=1046" "LOC110185598" "2L"
"8136" "ScA8VGg_718;HRSCAF=1046" "LOC110185910" "2L"
"8137" "ScA8VGg_718;HRSCAF=1046" "LOC110185593" "2L"
"8138" "ScA8VGg_718;HRSCAF=1046" "LOC110185594" "2L"
"8139" "ScA8VGg_718;HRSCAF=1046" "LOC110185804" "2L"
"8140" "ScA8VGg_718;HRSCAF=1046" "LOC110185907" "2L"
"8141" "ScA8VGg_718;HRSCAF=1046" "LOC110185763" "2L"
"8142" "ScA8VGg_718;HRSCAF=1046" "LOC110185616" "2L"
"8143" "ScA8VGg_718;HRSCAF=1046" "LOC110185618" "2L"
"8144" "ScA8VGg_718;HRSCAF=1046" "LOC110185615" "2L"
"8145" "ScA8VGg_718;HRSCAF=1046" "LOC110185582" "2L"
"8146" "ScA8VGg_718;HRSCAF=1046" "LOC110185813" "2L"
"8147" "ScA8VGg_718;HRSCAF=1046" "LOC110185749" "2L"
"8148" "ScA8VGg_718;HRSCAF=1046" "LOC110185883" "2L"
"8149" "ScA8VGg_718;HRSCAF=1046" "LOC110185884" "2L"
"8150" "ScA8VGg_718;HRSCAF=1046" "LOC110185885" "2L"
"8151" "ScA8VGg_718;HRSCAF=1046" "LOC110185976" "2L"
"8152" "ScA8VGg_718;HRSCAF=1046" "LOC110185734" "2L"
"8153" "ScA8VGg_718;HRSCAF=1046" "LOC110185735" "2L"
"8154" "ScA8VGg_718;HRSCAF=1046" "LOC110185999" "2L"
"8155" "ScA8VGg_718;HRSCAF=1046" "LOC110185998" "2L"
"8156" "ScA8VGg_718;HRSCAF=1046" "LOC110186074" "2L"
"8157" "ScA8VGg_718;HRSCAF=1046" "LOC110185662" "2L"
"8158" "ScA8VGg_718;HRSCAF=1046" "LOC110186087" "2L"
"8159" "ScA8VGg_718;HRSCAF=1046" "LOC110186088" "2L"
"8160" "ScA8VGg_718;HRSCAF=1046" "LOC110186085" "2L"
"8161" "ScA8VGg_718;HRSCAF=1046" "LOC110186089" "2L"
"8162" "ScA8VGg_718;HRSCAF=1046" "LOC110185652" "2L"
"8163" "ScA8VGg_718;HRSCAF=1046" "LOC110185800" "2L"
"8164" "ScA8VGg_718;HRSCAF=1046" "LOC110185986" "2L"
"8165" "ScA8VGg_718;HRSCAF=1046" "LOC110186061" "2L"
"8166" "ScA8VGg_718;HRSCAF=1046" "LOC110186062" "2L"
"8167" "ScA8VGg_718;HRSCAF=1046" "LOC110185823" "2L"
"8168" "ScA8VGg_718;HRSCAF=1046" "LOC110185604" "2L"
"8169" "ScA8VGg_718;HRSCAF=1046" "LOC110185605" "2L"
"8170" "ScA8VGg_718;HRSCAF=1046" "LOC110186006" "2L"
"8171" "ScA8VGg_718;HRSCAF=1046" "LOC110186007" "2L"
"8172" "ScA8VGg_718;HRSCAF=1046" "LOC110186005" "2L"
"8173" "ScA8VGg_718;HRSCAF=1046" "LOC110185628" "2L"
"8174" "ScA8VGg_718;HRSCAF=1046" "LOC110185611" "2L"
"8175" "ScA8VGg_718;HRSCAF=1046" "LOC110185631" "2L"
"8176" "ScA8VGg_718;HRSCAF=1046" "LOC110185992" "2L"
"8177" "ScA8VGg_718;HRSCAF=1046" "LOC110185710" "2L"
"8178" "ScA8VGg_718;HRSCAF=1046" "LOC110186058" "2L"
"8179" "ScA8VGg_718;HRSCAF=1046" "LOC110185908" "2L"
"8180" "ScA8VGg_718;HRSCAF=1046" "LOC110185787" "2L"
"8181" "ScA8VGg_718;HRSCAF=1046" "LOC110185977" "2L"
"8182" "ScA8VGg_718;HRSCAF=1046" "LOC110185689" "2L"
"8183" "ScA8VGg_718;HRSCAF=1046" "LOC110186036" "2L"
"8184" "ScA8VGg_718;HRSCAF=1046" "LOC110186090" "2L"
"8185" "ScA8VGg_718;HRSCAF=1046" "LOC110186092" "2L"
"8186" "ScA8VGg_718;HRSCAF=1046" "LOC110186091" "2L"
"8187" "ScA8VGg_718;HRSCAF=1046" "LOC110185906" "2L"
"8188" "ScA8VGg_718;HRSCAF=1046" "LOC110186072" "2L"
"8189" "ScA8VGg_718;HRSCAF=1046" "LOC110185905" "2L"
"8190" "ScA8VGg_718;HRSCAF=1046" "LOC110185857" "2L"
"8191" "ScA8VGg_718;HRSCAF=1046" "LOC110185904" "2L"
"8192" "ScA8VGg_718;HRSCAF=1046" "LOC110185900" "2L"
"8193" "ScA8VGg_718;HRSCAF=1046" "LOC110186064" "2L"
"8194" "ScA8VGg_718;HRSCAF=1046" "LOC110186027" "2L"
"8195" "ScA8VGg_718;HRSCAF=1046" "LOC110185903" "2L"
"8196" "ScA8VGg_718;HRSCAF=1046" "LOC110186026" "2L"
"8197" "ScA8VGg_718;HRSCAF=1046" "LOC110186025" "2L"
"8198" "ScA8VGg_718;HRSCAF=1046" "LOC110185979" "2L"
"8199" "ScA8VGg_718;HRSCAF=1046" "LOC110185961" "2L"
"8200" "ScA8VGg_718;HRSCAF=1046" "LOC110185995" "2L"
"8201" "ScA8VGg_718;HRSCAF=1046" "LOC110185920" "2L"
"8202" "ScA8VGg_718;HRSCAF=1046" "LOC110185952" "2L"
"8203" "ScA8VGg_718;HRSCAF=1046" "LOC110185902" "2L"
"8204" "ScA8VGg_718;HRSCAF=1046" "LOC110185546" "2L"
"8205" "ScA8VGg_718;HRSCAF=1046" "LOC110185547" "2L"
"8206" "ScA8VGg_718;HRSCAF=1046" "LOC110185545" "2L"
"8207" "ScA8VGg_718;HRSCAF=1046" "LOC110185705" "2L"
"8208" "ScA8VGg_718;HRSCAF=1046" "LOC110185780" "2L"
"8209" "ScA8VGg_718;HRSCAF=1046" "LOC110185779" "2L"
"8210" "ScA8VGg_718;HRSCAF=1046" "LOC110185781" "2L"
"8211" "ScA8VGg_718;HRSCAF=1046" "LOC110185778" "2L"
"8212" "ScA8VGg_718;HRSCAF=1046" "LOC110185777" "2L"
"8213" "ScA8VGg_718;HRSCAF=1046" "LOC110185963" "2L"
"8214" "ScA8VGg_718;HRSCAF=1046" "LOC110185875" "2L"
"8215" "ScA8VGg_718;HRSCAF=1046" "LOC110185832" "2L"
"8216" "ScA8VGg_718;HRSCAF=1046" "LOC110185833" "2L"
"8217" "ScA8VGg_718;HRSCAF=1046" "LOC110185610" "2L"
"8218" "ScA8VGg_718;HRSCAF=1046" "LOC110185660" "2L"
"8219" "ScA8VGg_718;HRSCAF=1046" "LOC110185798" "2L"
"8220" "ScA8VGg_718;HRSCAF=1046" "LOC110186081" "2L"
"8221" "ScA8VGg_718;HRSCAF=1046" "LOC110186083" "2L"
"8222" "ScA8VGg_718;HRSCAF=1046" "LOC110186082" "2L"
"8223" "ScA8VGg_718;HRSCAF=1046" "LOC110185958" "2L"
"8224" "ScA8VGg_718;HRSCAF=1046" "LOC110185899" "2L"
"8225" "ScA8VGg_718;HRSCAF=1046" "LOC110185864" "2L"
"8226" "ScA8VGg_718;HRSCAF=1046" "LOC110185648" "2L"
"8227" "ScA8VGg_718;HRSCAF=1046" "LOC110185647" "2L"
"8228" "ScA8VGg_718;HRSCAF=1046" "LOC110185980" "2L"
"8229" "ScA8VGg_718;HRSCAF=1046" "LOC110185944" "2L"
"8230" "ScA8VGg_718;HRSCAF=1046" "LOC110185968" "2L"
"8231" "ScA8VGg_718;HRSCAF=1046" "LOC110185969" "2L"
"8232" "ScA8VGg_718;HRSCAF=1046" "LOC110186063" "2L"
"8233" "ScA8VGg_718;HRSCAF=1046" "LOC110185697" "2L"
"8234" "ScA8VGg_718;HRSCAF=1046" "LOC110186019" "2L"
"8235" "ScA8VGg_718;HRSCAF=1046" "LOC110185755" "2L"
"8236" "ScA8VGg_718;HRSCAF=1046" "LOC110185928" "2L"
"8237" "ScA8VGg_718;HRSCAF=1046" "LOC110185724" "2L"
"8238" "ScA8VGg_718;HRSCAF=1046" "LOC110185725" "2L"
"8239" "ScA8VGg_718;HRSCAF=1046" "LOC110185601" "2L"
"8240" "ScA8VGg_718;HRSCAF=1046" "LOC110185602" "2L"
"8241" "ScA8VGg_718;HRSCAF=1046" "LOC110186111" "2L"
"8242" "ScA8VGg_718;HRSCAF=1046" "LOC110186114" "2L"
"8243" "ScA8VGg_718;HRSCAF=1046" "LOC110186112" "2L"
"8244" "ScA8VGg_718;HRSCAF=1046" "LOC110185815" "2L"
"8245" "ScA8VGg_718;HRSCAF=1046" "LOC110185814" "2L"
"8246" "ScA8VGg_718;HRSCAF=1046" "LOC110185752" "2L"
"8247" "ScA8VGg_718;HRSCAF=1046" "LOC110185643" "2L"
"8248" "ScA8VGg_718;HRSCAF=1046" "LOC110185639" "2L"
"8249" "ScA8VGg_718;HRSCAF=1046" "LOC110185716" "2L"
"8250" "ScA8VGg_718;HRSCAF=1046" "LOC110185957" "2L"
"8251" "ScA8VGg_718;HRSCAF=1046" "LOC110186029" "2L"
"8252" "ScA8VGg_718;HRSCAF=1046" "LOC110185842" "2L"
"8253" "ScA8VGg_718;HRSCAF=1046" "LOC110185824" "2L"
"8254" "ScA8VGg_718;HRSCAF=1046" "LOC110185825" "2L"
"8255" "ScA8VGg_718;HRSCAF=1046" "LOC110185766" "2L"
"8256" "ScA8VGg_718;HRSCAF=1046" "LOC110185764" "2L"
"8257" "ScA8VGg_718;HRSCAF=1046" "LOC110185738" "2L"
"8258" "ScA8VGg_718;HRSCAF=1046" "LOC110185737" "2L"
"8259" "ScA8VGg_718;HRSCAF=1046" "LOC110186003" "2L"
"8260" "ScA8VGg_718;HRSCAF=1046" "LOC110185709" "2L"
"8261" "ScA8VGg_718;HRSCAF=1046" "LOC110185867" "2L"
"8262" "ScA8VGg_718;HRSCAF=1046" "LOC110185868" "2L"
"8263" "ScA8VGg_718;HRSCAF=1046" "LOC110185673" "2L"
"8264" "ScA8VGg_718;HRSCAF=1046" "LOC110185675" "2L"
"8265" "ScA8VGg_718;HRSCAF=1046" "LOC110185953" "2L"
"8266" "ScA8VGg_718;HRSCAF=1046" "LOC110185955" "2L"
"8267" "ScA8VGg_718;HRSCAF=1046" "LOC110185975" "2L"
"8268" "ScA8VGg_718;HRSCAF=1046" "LOC110185816" "2L"
"8269" "ScA8VGg_718;HRSCAF=1046" "LOC110185817" "2L"
"8270" "ScA8VGg_718;HRSCAF=1046" "LOC110185795" "2L"
"8271" "ScA8VGg_718;HRSCAF=1046" "LOC110185796" "2L"
"8272" "ScA8VGg_718;HRSCAF=1046" "LOC110185726" "2L"
"8273" "ScA8VGg_718;HRSCAF=1046" "LOC110186071" "2L"
"8274" "ScA8VGg_718;HRSCAF=1046" "LOC110185809" "2L"
"8275" "ScA8VGg_718;HRSCAF=1046" "LOC110185970" "2L"
"8276" "ScA8VGg_718;HRSCAF=1046" "LOC110185805" "2L"
"8277" "ScA8VGg_718;HRSCAF=1046" "LOC110185758" "2L"
"8278" "ScA8VGg_718;HRSCAF=1046" "LOC110185608" "2L"
"8279" "ScA8VGg_718;HRSCAF=1046" "LOC110185892" "2L"
"8280" "ScA8VGg_718;HRSCAF=1046" "LOC110185893" "2L"
"8281" "ScA8VGg_718;HRSCAF=1046" "LOC110185890" "2L"
"8282" "ScA8VGg_718;HRSCAF=1046" "LOC110185897" "2L"
"8283" "ScA8VGg_718;HRSCAF=1046" "LOC110186084" "2L"
"8284" "ScA8VGg_718;HRSCAF=1046" "LOC110185896" "2L"
"8285" "ScA8VGg_718;HRSCAF=1046" "LOC110185895" "2L"
"8286" "ScA8VGg_718;HRSCAF=1046" "LOC110185847" "2L"
"8287" "ScA8VGg_718;HRSCAF=1046" "LOC110185754" "2L"
"8288" "ScA8VGg_718;HRSCAF=1046" "LOC110185772" "2L"
"8289" "ScA8VGg_718;HRSCAF=1046" "LOC110185862" "2L"
"8290" "ScA8VGg_718;HRSCAF=1046" "LOC110186022" "2L"
"8291" "ScA8VGg_718;HRSCAF=1046" "LOC110186041" "2L"
"8292" "ScA8VGg_718;HRSCAF=1046" "LOC110186101" "2L"
"8293" "ScA8VGg_718;HRSCAF=1046" "LOC110185745" "2L"
"8294" "ScA8VGg_718;HRSCAF=1046" "LOC110185685" "2L"
"8295" "ScA8VGg_718;HRSCAF=1046" "LOC110185743" "2L"
"8296" "ScA8VGg_718;HRSCAF=1046" "LOC110185894" "2L"
"8297" "ScA8VGg_718;HRSCAF=1046" "LOC110186095" "2L"
"8298" "ScA8VGg_718;HRSCAF=1046" "LOC110186093" "2L"
"8299" "ScA8VGg_718;HRSCAF=1046" "LOC110186020" "2L"
"8300" "ScA8VGg_718;HRSCAF=1046" "LOC110185696" "2L"
"8301" "ScA8VGg_718;HRSCAF=1046" "LOC110185912" "2L"
"8302" "ScA8VGg_718;HRSCAF=1046" "LOC110185635" "2L"
"8303" "ScA8VGg_718;HRSCAF=1046" "LOC110185844" "2L"
"8304" "ScA8VGg_718;HRSCAF=1046" "LOC110185865" "2L"
"8305" "ScA8VGg_718;HRSCAF=1046" "LOC110186021" "2L"
"8306" "ScA8VGg_718;HRSCAF=1046" "LOC110185889" "2L"
"8307" "ScA8VGg_718;HRSCAF=1046" "LOC110185888" "2L"
"8308" "ScA8VGg_718;HRSCAF=1046" "LOC110186051" "2L"
"8309" "ScA8VGg_718;HRSCAF=1046" "LOC110186050" "2L"
"8310" "ScA8VGg_718;HRSCAF=1046" "LOC110186049" "2L"
"8311" "ScA8VGg_718;HRSCAF=1046" "LOC110186048" "2L"
"8312" "ScA8VGg_718;HRSCAF=1046" "LOC110186047" "2L"
"8313" "ScA8VGg_718;HRSCAF=1046" "LOC110185629" "2L"
"8314" "ScA8VGg_718;HRSCAF=1046" "LOC110185704" "2L"
"8315" "ScA8VGg_718;HRSCAF=1046" "LOC110185577" "2L"
"8316" "ScA8VGg_718;HRSCAF=1046" "LOC110185742" "2L"
"8317" "ScA8VGg_718;HRSCAF=1046" "LOC110185741" "2L"
"8318" "ScA8VGg_718;HRSCAF=1046" "LOC110185690" "2L"
"8319" "ScA8VGg_718;HRSCAF=1046" "LOC110185931" "2L"
"8320" "ScA8VGg_718;HRSCAF=1046" "LOC110186080" "2L"
"8321" "ScA8VGg_718;HRSCAF=1046" "LOC110185821" "2L"
"8322" "ScA8VGg_718;HRSCAF=1046" "LOC110185887" "2L"
"8323" "ScA8VGg_718;HRSCAF=1046" "LOC110185739" "2L"
"8324" "ScA8VGg_718;HRSCAF=1046" "LOC110185717" "2L"
"8325" "ScA8VGg_718;HRSCAF=1046" "LOC110186096" "2L"
"8326" "ScA8VGg_718;HRSCAF=1046" "LOC110186098" "2L"
"8327" "ScA8VGg_718;HRSCAF=1046" "LOC110186099" "2L"
"8328" "ScA8VGg_718;HRSCAF=1046" "LOC110186097" "2L"
"8329" "ScA8VGg_718;HRSCAF=1046" "LOC110185627" "2L"
"8330" "ScA8VGg_718;HRSCAF=1046" "LOC110185747" "2L"
"8331" "ScA8VGg_718;HRSCAF=1046" "LOC110185633" "2L"
"8332" "ScA8VGg_718;HRSCAF=1046" "LOC110185632" "2L"
"8333" "ScA8VGg_718;HRSCAF=1046" "LOC110185853" "2L"
"8334" "ScA8VGg_718;HRSCAF=1046" "LOC110185851" "2L"
"8335" "ScA8VGg_718;HRSCAF=1046" "LOC110185852" "2L"
"8336" "ScA8VGg_718;HRSCAF=1046" "LOC110185872" "2L"
"8337" "ScA8VGg_718;HRSCAF=1046" "LOC110185871" "2L"
"8338" "ScA8VGg_718;HRSCAF=1046" "LOC110185869" "2L"
"8339" "ScA8VGg_718;HRSCAF=1046" "LOC110185788" "2L"
"8340" "ScA8VGg_718;HRSCAF=1046" "LOC110185789" "2L"
"8341" "ScA8VGg_718;HRSCAF=1046" "LOC110185718" "2L"
"8342" "ScA8VGg_718;HRSCAF=1046" "LOC110185613" "2L"
"8343" "ScA8VGg_718;HRSCAF=1046" "LOC110185612" "2L"
"8344" "ScA8VGg_718;HRSCAF=1046" "LOC110185625" "2L"
"8345" "ScA8VGg_718;HRSCAF=1046" "LOC110185624" "2L"
"8346" "ScA8VGg_718;HRSCAF=1046" "LOC110185790" "2L"
"8347" "ScA8VGg_718;HRSCAF=1046" "LOC110185791" "2L"
"8348" "ScA8VGg_718;HRSCAF=1046" "LOC110185819" "2L"
"8349" "ScA8VGg_718;HRSCAF=1046" "LOC110185926" "2L"
"8350" "ScA8VGg_718;HRSCAF=1046" "LOC110186060" "2L"
"8351" "ScA8VGg_718;HRSCAF=1046" "LOC110185886" "2L"
"8352" "ScA8VGg_718;HRSCAF=1046" "LOC110185990" "2L"
"8353" "ScA8VGg_718;HRSCAF=1046" "LOC110185642" "2L"
"8354" "ScA8VGg_718;HRSCAF=1046" "LOC110185580" "2L"
"8355" "ScA8VGg_718;HRSCAF=1046" "LOC110185578" "2L"
"8356" "ScA8VGg_718;HRSCAF=1046" "LOC110185768" "2L"
"8357" "ScA8VGg_718;HRSCAF=1046" "LOC110185663" "2L"
"8358" "ScA8VGg_718;HRSCAF=1046" "LOC110185668" "2L"
"8359" "ScA8VGg_718;HRSCAF=1046" "LOC110185665" "2L"
"8360" "ScA8VGg_718;HRSCAF=1046" "LOC110185670" "2L"
"8361" "ScA8VGg_718;HRSCAF=1046" "LOC110185874" "2L"
"8362" "ScA8VGg_718;HRSCAF=1046" "LOC110185667" "2L"
"8363" "ScA8VGg_718;HRSCAF=1046" "LOC110185666" "2L"
"8364" "ScA8VGg_718;HRSCAF=1046" "LOC110185630" "2L"
"8365" "ScA8VGg_718;HRSCAF=1046" "LOC110185812" "2L"
"8366" "ScA8VGg_718;HRSCAF=1046" "LOC110186110" "2L"
"8367" "ScA8VGg_718;HRSCAF=1046" "LOC110185753" "2L"
"8368" "ScA8VGg_718;HRSCAF=1046" "LOC110185982" "2L"
"8369" "ScA8VGg_718;HRSCAF=1046" "LOC110185866" "2L"
"8370" "ScA8VGg_718;HRSCAF=1046" "LOC110185882" "2L"
"8371" "ScA8VGg_718;HRSCAF=1046" "LOC110185881" "2L"
"8372" "ScA8VGg_718;HRSCAF=1046" "LOC110185879" "2L"
"8373" "ScA8VGg_718;HRSCAF=1046" "LOC110185784" "2L"
"8374" "ScA8VGg_718;HRSCAF=1046" "LOC110186073" "2L"
"8375" "ScA8VGg_718;HRSCAF=1046" "LOC110185761" "2L"
"8376" "ScA8VGg_718;HRSCAF=1046" "LOC110185760" "2L"
"8377" "ScA8VGg_718;HRSCAF=1046" "LOC110185551" "2L"
"8378" "ScA8VGg_718;HRSCAF=1046" "LOC110185762" "2L"
"8379" "ScA8VGg_718;HRSCAF=1046" "LOC110185878" "2L"
"8380" "ScA8VGg_718;HRSCAF=1046" "LOC110185750" "2L"
"8381" "ScA8VGg_718;HRSCAF=1046" "LOC110185746" "2L"
"8382" "ScA8VGg_718;HRSCAF=1046" "LOC110185623" "2L"
"8383" "ScA8VGg_718;HRSCAF=1046" "LOC110185589" "2L"
"8384" "ScA8VGg_718;HRSCAF=1046" "LOC110185948" "2L"
"8385" "ScA8VGg_718;HRSCAF=1046" "LOC110183312" "2L"
"8386" "ScA8VGg_718;HRSCAF=1046" "LOC110183321" "2L"
"8387" "ScA8VGg_718;HRSCAF=1046" "LOC110183331" "2L"
"8388" "ScA8VGg_718;HRSCAF=1046" "LOC110183296" "2L"
"8389" "ScA8VGg_718;HRSCAF=1046" "LOC110183303" "2L"
"8390" "ScA8VGg_718;HRSCAF=1046" "LOC110183288" "2L"
"8391" "ScA8VGg_718;HRSCAF=1046" "LOC110183384" "2L"
"8392" "ScA8VGg_71;HRSCAF=111" "LOC110176780" "NA"
"8393" "ScA8VGg_739;HRSCAF=1070" "LOC110184519" "NA"
"8394" "ScA8VGg_739;HRSCAF=1070" "LOC110184522" "NA"
"8395" "ScA8VGg_739;HRSCAF=1070" "LOC110184523" "NA"
"8396" "ScA8VGg_739;HRSCAF=1070" "LOC110184524" "NA"
"8397" "ScA8VGg_739;HRSCAF=1070" "LOC110184516" "NA"
"8398" "ScA8VGg_739;HRSCAF=1070" "LOC110184517" "NA"
"8399" "ScA8VGg_739;HRSCAF=1070" "LOC110184521" "NA"
"8400" "ScA8VGg_739;HRSCAF=1070" "LOC110185478" "NA"
"8401" "ScA8VGg_739;HRSCAF=1070" "LOC110185461" "NA"
"8402" "ScA8VGg_739;HRSCAF=1070" "LOC110185459" "NA"
"8403" "ScA8VGg_739;HRSCAF=1070" "LOC110185401" "NA"
"8404" "ScA8VGg_739;HRSCAF=1070" "LOC110185435" "NA"
"8405" "ScA8VGg_739;HRSCAF=1070" "LOC110185457" "NA"
"8406" "ScA8VGg_739;HRSCAF=1070" "LOC110185394" "NA"
"8407" "ScA8VGg_739;HRSCAF=1070" "LOC110185411" "NA"
"8408" "ScA8VGg_739;HRSCAF=1070" "LOC110185441" "NA"
"8409" "ScA8VGg_739;HRSCAF=1070" "LOC110185479" "NA"
"8410" "ScA8VGg_739;HRSCAF=1070" "LOC110185452" "NA"
"8411" "ScA8VGg_739;HRSCAF=1070" "LOC110185480" "NA"
"8412" "ScA8VGg_739;HRSCAF=1070" "LOC110185419" "NA"
"8413" "ScA8VGg_739;HRSCAF=1070" "LOC110185432" "NA"
"8414" "ScA8VGg_739;HRSCAF=1070" "LOC110185447" "NA"
"8415" "ScA8VGg_739;HRSCAF=1070" "LOC110185397" "NA"
"8416" "ScA8VGg_739;HRSCAF=1070" "LOC110185477" "NA"
"8417" "ScA8VGg_739;HRSCAF=1070" "LOC110185471" "NA"
"8418" "ScA8VGg_739;HRSCAF=1070" "LOC110185470" "NA"
"8419" "ScA8VGg_739;HRSCAF=1070" "LOC110185395" "NA"
"8420" "ScA8VGg_739;HRSCAF=1070" "LOC110185443" "NA"
"8421" "ScA8VGg_739;HRSCAF=1070" "LOC110185442" "NA"
"8422" "ScA8VGg_739;HRSCAF=1070" "LOC110185481" "NA"
"8423" "ScA8VGg_739;HRSCAF=1070" "LOC110185482" "NA"
"8424" "ScA8VGg_739;HRSCAF=1070" "LOC110185450" "NA"
"8425" "ScA8VGg_739;HRSCAF=1070" "LOC110185408" "NA"
"8426" "ScA8VGg_739;HRSCAF=1070" "LOC110185396" "NA"
"8427" "ScA8VGg_739;HRSCAF=1070" "LOC110185438" "NA"
"8428" "ScA8VGg_739;HRSCAF=1070" "LOC110185475" "NA"
"8429" "ScA8VGg_739;HRSCAF=1070" "LOC110185433" "NA"
"8430" "ScA8VGg_739;HRSCAF=1070" "LOC110185423" "NA"
"8431" "ScA8VGg_739;HRSCAF=1070" "LOC110185466" "NA"
"8432" "ScA8VGg_739;HRSCAF=1070" "LOC110185426" "NA"
"8433" "ScA8VGg_739;HRSCAF=1070" "LOC110185400" "NA"
"8434" "ScA8VGg_739;HRSCAF=1070" "LOC110185418" "NA"
"8435" "ScA8VGg_739;HRSCAF=1070" "LOC110185444" "NA"
"8436" "ScA8VGg_739;HRSCAF=1070" "LOC110185417" "NA"
"8437" "ScA8VGg_739;HRSCAF=1070" "LOC110185409" "NA"
"8438" "ScA8VGg_739;HRSCAF=1070" "LOC110185410" "NA"
"8439" "ScA8VGg_739;HRSCAF=1070" "LOC110185476" "NA"
"8440" "ScA8VGg_739;HRSCAF=1070" "LOC110185485" "NA"
"8441" "ScA8VGg_739;HRSCAF=1070" "LOC110185451" "NA"
"8442" "ScA8VGg_739;HRSCAF=1070" "LOC110185415" "NA"
"8443" "ScA8VGg_739;HRSCAF=1070" "LOC110185427" "NA"
"8444" "ScA8VGg_739;HRSCAF=1070" "LOC110185402" "NA"
"8445" "ScA8VGg_739;HRSCAF=1070" "LOC110185403" "NA"
"8446" "ScA8VGg_739;HRSCAF=1070" "LOC110185404" "NA"
"8447" "ScA8VGg_739;HRSCAF=1070" "LOC110185405" "NA"
"8448" "ScA8VGg_739;HRSCAF=1070" "LOC110185406" "NA"
"8449" "ScA8VGg_739;HRSCAF=1070" "LOC110185446" "NA"
"8450" "ScA8VGg_739;HRSCAF=1070" "LOC110185430" "NA"
"8451" "ScA8VGg_739;HRSCAF=1070" "LOC110185416" "NA"
"8452" "ScA8VGg_739;HRSCAF=1070" "LOC110185449" "NA"
"8453" "ScA8VGg_739;HRSCAF=1070" "LOC110185429" "NA"
"8454" "ScA8VGg_739;HRSCAF=1070" "LOC110185431" "NA"
"8455" "ScA8VGg_739;HRSCAF=1070" "LOC110185412" "NA"
"8456" "ScA8VGg_739;HRSCAF=1070" "LOC110185455" "NA"
"8457" "ScA8VGg_739;HRSCAF=1070" "LOC110185468" "NA"
"8458" "ScA8VGg_739;HRSCAF=1070" "LOC110185467" "NA"
"8459" "ScA8VGg_739;HRSCAF=1070" "LOC110185469" "NA"
"8460" "ScA8VGg_739;HRSCAF=1070" "LOC110185407" "NA"
"8461" "ScA8VGg_739;HRSCAF=1070" "LOC110185463" "NA"
